# SCARED1500 Overlap Statistics
# Seed: 42
# Num pairs: 1500
# Min overlap threshold: 40%

# Overlap stats: min=0.4002, max=1.0000, mean=0.7563, median=0.7924

# Per-pair overlap values:
# img1 img2 overlap
dataset_9_undistorted/keyframe_0_frame_000286.png dataset_9_undistorted/keyframe_0_frame_000660.png 0.4889
dataset_8_undistorted/keyframe_2_frame_000037.png dataset_8_undistorted/keyframe_2_frame_000190.png 0.7803
dataset_9_undistorted/keyframe_0_frame_000074.png dataset_9_undistorted/keyframe_0_frame_000830.png 0.4155
dataset_8_undistorted/keyframe_2_frame_000073.png dataset_8_undistorted/keyframe_2_frame_000300.png 0.8399
dataset_8_undistorted/keyframe_2_frame_000481.png dataset_8_undistorted/keyframe_2_frame_000512.png 0.9684
dataset_9_undistorted/keyframe_0_frame_000316.png dataset_9_undistorted/keyframe_0_frame_000575.png 0.5343
dataset_8_undistorted/keyframe_0_frame_000226.png dataset_8_undistorted/keyframe_0_frame_000568.png 0.5960
dataset_9_undistorted/keyframe_0_frame_000129.png dataset_9_undistorted/keyframe_0_frame_000484.png 0.5728
dataset_8_undistorted/keyframe_1_frame_000276.png dataset_8_undistorted/keyframe_1_frame_000473.png 0.6470
dataset_8_undistorted/keyframe_1_frame_000056.png dataset_8_undistorted/keyframe_1_frame_000328.png 1.0000
dataset_9_undistorted/keyframe_0_frame_000372.png dataset_9_undistorted/keyframe_0_frame_000797.png 0.4371
dataset_9_undistorted/keyframe_0_frame_000259.png dataset_9_undistorted/keyframe_0_frame_000650.png 0.5475
dataset_8_undistorted/keyframe_3_frame_000201.png dataset_8_undistorted/keyframe_3_frame_000473.png 0.9458
dataset_8_undistorted/keyframe_3_frame_000029.png dataset_8_undistorted/keyframe_3_frame_000397.png 0.8662
dataset_8_undistorted/keyframe_3_frame_000042.png dataset_8_undistorted/keyframe_3_frame_000830.png 0.6585
dataset_8_undistorted/keyframe_0_frame_000024.png dataset_8_undistorted/keyframe_0_frame_000066.png 0.8834
dataset_8_undistorted/keyframe_2_frame_000092.png dataset_8_undistorted/keyframe_2_frame_000494.png 0.9484
dataset_8_undistorted/keyframe_3_frame_000294.png dataset_8_undistorted/keyframe_3_frame_000414.png 0.9918
dataset_8_undistorted/keyframe_3_frame_000275.png dataset_8_undistorted/keyframe_3_frame_000643.png 0.8467
dataset_8_undistorted/keyframe_2_frame_000578.png dataset_8_undistorted/keyframe_2_frame_000686.png 0.9824
dataset_9_undistorted/keyframe_3_frame_000055.png dataset_9_undistorted/keyframe_3_frame_000079.png 0.7131
dataset_8_undistorted/keyframe_0_frame_000238.png dataset_8_undistorted/keyframe_0_frame_000717.png 0.4964
dataset_8_undistorted/keyframe_3_frame_000159.png dataset_8_undistorted/keyframe_3_frame_000763.png 0.9021
dataset_9_undistorted/keyframe_0_frame_000084.png dataset_9_undistorted/keyframe_0_frame_000352.png 0.8915
dataset_8_undistorted/keyframe_2_frame_000288.png dataset_8_undistorted/keyframe_2_frame_000675.png 0.9251
dataset_9_undistorted/keyframe_1_frame_000077.png dataset_9_undistorted/keyframe_1_frame_000140.png 0.9919
dataset_8_undistorted/keyframe_3_frame_000082.png dataset_8_undistorted/keyframe_3_frame_000265.png 0.6842
dataset_9_undistorted/keyframe_2_frame_000131.png dataset_9_undistorted/keyframe_2_frame_000651.png 1.0000
dataset_8_undistorted/keyframe_0_frame_000460.png dataset_8_undistorted/keyframe_0_frame_000929.png 0.6056
dataset_8_undistorted/keyframe_0_frame_000211.png dataset_8_undistorted/keyframe_0_frame_000564.png 0.5993
dataset_8_undistorted/keyframe_0_frame_000218.png dataset_8_undistorted/keyframe_0_frame_000655.png 0.5144
dataset_8_undistorted/keyframe_0_frame_000177.png dataset_8_undistorted/keyframe_0_frame_000260.png 0.9896
dataset_8_undistorted/keyframe_3_frame_000071.png dataset_8_undistorted/keyframe_3_frame_000847.png 0.7728
dataset_8_undistorted/keyframe_1_frame_000498.png dataset_8_undistorted/keyframe_1_frame_000574.png 0.9068
dataset_9_undistorted/keyframe_0_frame_000155.png dataset_9_undistorted/keyframe_0_frame_000460.png 0.7102
dataset_9_undistorted/keyframe_2_frame_000057.png dataset_9_undistorted/keyframe_2_frame_000293.png 0.5560
dataset_9_undistorted/keyframe_0_frame_000622.png dataset_9_undistorted/keyframe_0_frame_000762.png 0.8563
dataset_8_undistorted/keyframe_0_frame_000434.png dataset_8_undistorted/keyframe_0_frame_000766.png 0.7640
dataset_8_undistorted/keyframe_3_frame_000395.png dataset_8_undistorted/keyframe_3_frame_000704.png 0.6313
dataset_8_undistorted/keyframe_1_frame_000317.png dataset_8_undistorted/keyframe_1_frame_000384.png 0.6418
dataset_9_undistorted/keyframe_1_frame_000003.png dataset_9_undistorted/keyframe_1_frame_000165.png 0.8350
dataset_8_undistorted/keyframe_2_frame_000101.png dataset_8_undistorted/keyframe_2_frame_000264.png 0.9787
dataset_8_undistorted/keyframe_1_frame_000443.png dataset_8_undistorted/keyframe_1_frame_000612.png 0.8040
dataset_8_undistorted/keyframe_2_frame_000304.png dataset_8_undistorted/keyframe_2_frame_000373.png 0.9091
dataset_9_undistorted/keyframe_3_frame_000143.png dataset_9_undistorted/keyframe_3_frame_000161.png 0.4422
dataset_9_undistorted/keyframe_0_frame_000154.png dataset_9_undistorted/keyframe_0_frame_000496.png 0.5654
dataset_8_undistorted/keyframe_2_frame_000551.png dataset_8_undistorted/keyframe_2_frame_000614.png 0.9735
dataset_8_undistorted/keyframe_0_frame_000319.png dataset_8_undistorted/keyframe_0_frame_000667.png 0.5539
dataset_8_undistorted/keyframe_0_frame_000153.png dataset_8_undistorted/keyframe_0_frame_000245.png 0.9572
dataset_8_undistorted/keyframe_2_frame_000031.png dataset_8_undistorted/keyframe_2_frame_000509.png 0.9052
dataset_9_undistorted/keyframe_1_frame_000139.png dataset_9_undistorted/keyframe_1_frame_000266.png 0.4521
dataset_8_undistorted/keyframe_1_frame_000413.png dataset_8_undistorted/keyframe_1_frame_000597.png 0.7655
dataset_8_undistorted/keyframe_3_frame_000018.png dataset_8_undistorted/keyframe_3_frame_000099.png 0.7567
dataset_8_undistorted/keyframe_3_frame_000203.png dataset_8_undistorted/keyframe_3_frame_000776.png 0.8188
dataset_9_undistorted/keyframe_0_frame_000363.png dataset_9_undistorted/keyframe_0_frame_000810.png 0.4174
dataset_9_undistorted/keyframe_0_frame_000303.png dataset_9_undistorted/keyframe_0_frame_000440.png 0.7375
dataset_9_undistorted/keyframe_2_frame_000710.png dataset_9_undistorted/keyframe_2_frame_000713.png 0.7974
dataset_8_undistorted/keyframe_1_frame_000078.png dataset_8_undistorted/keyframe_1_frame_000243.png 0.5174
dataset_8_undistorted/keyframe_1_frame_000124.png dataset_8_undistorted/keyframe_1_frame_000222.png 0.5414
dataset_8_undistorted/keyframe_0_frame_000381.png dataset_8_undistorted/keyframe_0_frame_000521.png 0.6746
dataset_8_undistorted/keyframe_2_frame_000105.png dataset_8_undistorted/keyframe_2_frame_000237.png 0.9592
dataset_8_undistorted/keyframe_3_frame_000060.png dataset_8_undistorted/keyframe_3_frame_000636.png 0.5786
dataset_8_undistorted/keyframe_2_frame_000246.png dataset_8_undistorted/keyframe_2_frame_000583.png 0.9216
dataset_8_undistorted/keyframe_3_frame_000077.png dataset_8_undistorted/keyframe_3_frame_000699.png 0.5810
dataset_8_undistorted/keyframe_2_frame_000389.png dataset_8_undistorted/keyframe_2_frame_000669.png 0.8616
dataset_8_undistorted/keyframe_1_frame_000395.png dataset_8_undistorted/keyframe_1_frame_000603.png 0.6655
dataset_8_undistorted/keyframe_0_frame_000576.png dataset_8_undistorted/keyframe_0_frame_000805.png 0.7419
dataset_9_undistorted/keyframe_0_frame_000726.png dataset_9_undistorted/keyframe_0_frame_000788.png 0.9051
dataset_8_undistorted/keyframe_0_frame_000790.png dataset_8_undistorted/keyframe_0_frame_000816.png 0.8067
dataset_9_undistorted/keyframe_1_frame_000156.png dataset_9_undistorted/keyframe_1_frame_000200.png 0.8770
dataset_8_undistorted/keyframe_3_frame_000261.png dataset_8_undistorted/keyframe_3_frame_000854.png 0.6498
dataset_8_undistorted/keyframe_3_frame_000006.png dataset_8_undistorted/keyframe_3_frame_000864.png 0.6406
dataset_9_undistorted/keyframe_0_frame_000193.png dataset_9_undistorted/keyframe_0_frame_000528.png 0.5701
dataset_8_undistorted/keyframe_2_frame_000393.png dataset_8_undistorted/keyframe_2_frame_000647.png 0.8856
dataset_9_undistorted/keyframe_3_frame_000142.png dataset_9_undistorted/keyframe_3_frame_000149.png 0.7387
dataset_9_undistorted/keyframe_0_frame_000017.png dataset_9_undistorted/keyframe_0_frame_000355.png 0.6964
dataset_9_undistorted/keyframe_0_frame_000386.png dataset_9_undistorted/keyframe_0_frame_000618.png 0.5147
dataset_9_undistorted/keyframe_0_frame_000120.png dataset_9_undistorted/keyframe_0_frame_000407.png 0.8521
dataset_8_undistorted/keyframe_3_frame_000079.png dataset_8_undistorted/keyframe_3_frame_000314.png 0.8400
dataset_8_undistorted/keyframe_3_frame_000378.png dataset_8_undistorted/keyframe_3_frame_000804.png 0.6967
dataset_8_undistorted/keyframe_3_frame_000098.png dataset_8_undistorted/keyframe_3_frame_000427.png 0.9955
dataset_9_undistorted/keyframe_2_frame_000828.png dataset_9_undistorted/keyframe_2_frame_000861.png 1.0000
dataset_8_undistorted/keyframe_2_frame_000277.png dataset_8_undistorted/keyframe_2_frame_000665.png 0.9270
dataset_8_undistorted/keyframe_1_frame_000363.png dataset_8_undistorted/keyframe_1_frame_000404.png 0.7127
dataset_8_undistorted/keyframe_1_frame_000101.png dataset_8_undistorted/keyframe_1_frame_000636.png 0.4397
dataset_8_undistorted/keyframe_2_frame_000148.png dataset_8_undistorted/keyframe_2_frame_000584.png 0.8981
dataset_8_undistorted/keyframe_0_frame_000020.png dataset_8_undistorted/keyframe_0_frame_000111.png 0.7364
dataset_8_undistorted/keyframe_0_frame_000307.png dataset_8_undistorted/keyframe_0_frame_000715.png 0.5149
dataset_8_undistorted/keyframe_3_frame_000219.png dataset_8_undistorted/keyframe_3_frame_000661.png 0.8286
dataset_8_undistorted/keyframe_0_frame_000497.png dataset_8_undistorted/keyframe_0_frame_000625.png 0.7932
dataset_9_undistorted/keyframe_0_frame_000127.png dataset_9_undistorted/keyframe_0_frame_000174.png 0.9373
dataset_9_undistorted/keyframe_0_frame_000522.png dataset_9_undistorted/keyframe_0_frame_000572.png 0.8669
dataset_8_undistorted/keyframe_2_frame_000375.png dataset_8_undistorted/keyframe_2_frame_000435.png 0.8622
dataset_8_undistorted/keyframe_2_frame_000141.png dataset_8_undistorted/keyframe_2_frame_000672.png 0.9276
dataset_9_undistorted/keyframe_0_frame_000823.png dataset_9_undistorted/keyframe_0_frame_000880.png 0.9217
dataset_8_undistorted/keyframe_0_frame_000289.png dataset_8_undistorted/keyframe_0_frame_000893.png 0.4936
dataset_8_undistorted/keyframe_0_frame_000213.png dataset_8_undistorted/keyframe_0_frame_000768.png 0.5587
dataset_8_undistorted/keyframe_0_frame_000337.png dataset_8_undistorted/keyframe_0_frame_000589.png 0.6326
dataset_8_undistorted/keyframe_3_frame_000843.png dataset_8_undistorted/keyframe_3_frame_000850.png 0.9992
dataset_8_undistorted/keyframe_1_frame_000091.png dataset_8_undistorted/keyframe_1_frame_000127.png 0.7309
dataset_8_undistorted/keyframe_3_frame_000490.png dataset_8_undistorted/keyframe_3_frame_000691.png 0.5965
dataset_8_undistorted/keyframe_3_frame_000510.png dataset_8_undistorted/keyframe_3_frame_000520.png 0.9722
dataset_8_undistorted/keyframe_3_frame_000323.png dataset_8_undistorted/keyframe_3_frame_000820.png 0.6625
dataset_8_undistorted/keyframe_3_frame_000360.png dataset_8_undistorted/keyframe_3_frame_000395.png 0.9979
dataset_8_undistorted/keyframe_2_frame_000175.png dataset_8_undistorted/keyframe_2_frame_000208.png 0.9746
dataset_8_undistorted/keyframe_3_frame_000239.png dataset_8_undistorted/keyframe_3_frame_000876.png 0.6369
dataset_8_undistorted/keyframe_2_frame_000355.png dataset_8_undistorted/keyframe_2_frame_000522.png 0.8539
dataset_8_undistorted/keyframe_0_frame_000277.png dataset_8_undistorted/keyframe_0_frame_000784.png 0.4953
dataset_8_undistorted/keyframe_3_frame_000066.png dataset_8_undistorted/keyframe_3_frame_000644.png 0.6065
dataset_9_undistorted/keyframe_2_frame_000364.png dataset_9_undistorted/keyframe_2_frame_000693.png 1.0000
dataset_9_undistorted/keyframe_2_frame_000490.png dataset_9_undistorted/keyframe_2_frame_000796.png 0.4677
dataset_9_undistorted/keyframe_0_frame_000196.png dataset_9_undistorted/keyframe_0_frame_000557.png 0.5767
dataset_9_undistorted/keyframe_2_frame_000483.png dataset_9_undistorted/keyframe_2_frame_000640.png 1.0000
dataset_9_undistorted/keyframe_0_frame_000271.png dataset_9_undistorted/keyframe_0_frame_000885.png 0.5889
dataset_9_undistorted/keyframe_0_frame_000305.png dataset_9_undistorted/keyframe_0_frame_000874.png 0.5006
dataset_8_undistorted/keyframe_2_frame_000373.png dataset_8_undistorted/keyframe_2_frame_000435.png 0.8624
dataset_9_undistorted/keyframe_2_frame_000051.png dataset_9_undistorted/keyframe_2_frame_000298.png 0.5326
dataset_8_undistorted/keyframe_3_frame_000580.png dataset_8_undistorted/keyframe_3_frame_000585.png 0.9691
dataset_9_undistorted/keyframe_0_frame_000804.png dataset_9_undistorted/keyframe_0_frame_000859.png 0.9733
dataset_8_undistorted/keyframe_0_frame_000078.png dataset_8_undistorted/keyframe_0_frame_000705.png 0.4241
dataset_8_undistorted/keyframe_0_frame_000463.png dataset_8_undistorted/keyframe_0_frame_000716.png 0.7309
dataset_8_undistorted/keyframe_3_frame_000054.png dataset_8_undistorted/keyframe_3_frame_000359.png 0.8948
dataset_8_undistorted/keyframe_1_frame_000148.png dataset_8_undistorted/keyframe_1_frame_000365.png 0.7569
dataset_9_undistorted/keyframe_1_frame_000078.png dataset_9_undistorted/keyframe_1_frame_000124.png 0.9893
dataset_8_undistorted/keyframe_3_frame_000243.png dataset_8_undistorted/keyframe_3_frame_000504.png 0.9848
dataset_8_undistorted/keyframe_1_frame_000500.png dataset_8_undistorted/keyframe_1_frame_000512.png 0.9482
dataset_9_undistorted/keyframe_0_frame_000646.png dataset_9_undistorted/keyframe_0_frame_000896.png 0.9525
dataset_9_undistorted/keyframe_3_frame_000031.png dataset_9_undistorted/keyframe_3_frame_000058.png 0.6717
dataset_8_undistorted/keyframe_1_frame_000355.png dataset_8_undistorted/keyframe_1_frame_000598.png 0.5124
dataset_8_undistorted/keyframe_3_frame_000597.png dataset_8_undistorted/keyframe_3_frame_000599.png 0.9928
dataset_9_undistorted/keyframe_0_frame_000485.png dataset_9_undistorted/keyframe_0_frame_000500.png 0.8954
dataset_9_undistorted/keyframe_1_frame_000060.png dataset_9_undistorted/keyframe_1_frame_000126.png 0.9687
dataset_8_undistorted/keyframe_1_frame_000295.png dataset_8_undistorted/keyframe_1_frame_000626.png 0.5722
dataset_8_undistorted/keyframe_1_frame_000047.png dataset_8_undistorted/keyframe_1_frame_000343.png 0.9475
dataset_9_undistorted/keyframe_0_frame_000688.png dataset_9_undistorted/keyframe_0_frame_000708.png 0.9989
dataset_8_undistorted/keyframe_3_frame_000651.png dataset_8_undistorted/keyframe_3_frame_000707.png 0.9030
dataset_8_undistorted/keyframe_2_frame_000043.png dataset_8_undistorted/keyframe_2_frame_000661.png 0.8532
dataset_9_undistorted/keyframe_0_frame_000149.png dataset_9_undistorted/keyframe_0_frame_000528.png 0.5585
dataset_9_undistorted/keyframe_0_frame_000388.png dataset_9_undistorted/keyframe_0_frame_000636.png 0.4986
dataset_8_undistorted/keyframe_1_frame_000345.png dataset_8_undistorted/keyframe_1_frame_000399.png 0.6711
dataset_9_undistorted/keyframe_2_frame_000247.png dataset_9_undistorted/keyframe_2_frame_000284.png 1.0000
dataset_9_undistorted/keyframe_1_frame_000009.png dataset_9_undistorted/keyframe_1_frame_000247.png 0.5891
dataset_8_undistorted/keyframe_3_frame_000020.png dataset_8_undistorted/keyframe_3_frame_000831.png 0.6217
dataset_8_undistorted/keyframe_3_frame_000129.png dataset_8_undistorted/keyframe_3_frame_000186.png 0.8995
dataset_9_undistorted/keyframe_3_frame_000059.png dataset_9_undistorted/keyframe_3_frame_000083.png 0.7084
dataset_8_undistorted/keyframe_3_frame_000674.png dataset_8_undistorted/keyframe_3_frame_000748.png 0.9066
dataset_9_undistorted/keyframe_0_frame_000021.png dataset_9_undistorted/keyframe_0_frame_000385.png 0.6921
dataset_9_undistorted/keyframe_0_frame_000527.png dataset_9_undistorted/keyframe_0_frame_000608.png 0.8785
dataset_8_undistorted/keyframe_0_frame_000072.png dataset_8_undistorted/keyframe_0_frame_000148.png 0.8294
dataset_8_undistorted/keyframe_0_frame_000034.png dataset_8_undistorted/keyframe_0_frame_000759.png 0.4273
dataset_9_undistorted/keyframe_3_frame_000054.png dataset_9_undistorted/keyframe_3_frame_000096.png 0.5050
dataset_8_undistorted/keyframe_0_frame_000035.png dataset_8_undistorted/keyframe_0_frame_000255.png 0.7463
dataset_9_undistorted/keyframe_2_frame_000127.png dataset_9_undistorted/keyframe_2_frame_000396.png 0.9888
dataset_8_undistorted/keyframe_0_frame_000061.png dataset_8_undistorted/keyframe_0_frame_000598.png 0.4365
dataset_8_undistorted/keyframe_0_frame_000587.png dataset_8_undistorted/keyframe_0_frame_000788.png 0.7510
dataset_8_undistorted/keyframe_0_frame_000295.png dataset_8_undistorted/keyframe_0_frame_000558.png 0.5615
dataset_9_undistorted/keyframe_1_frame_000007.png dataset_9_undistorted/keyframe_1_frame_000062.png 0.7693
dataset_9_undistorted/keyframe_0_frame_000153.png dataset_9_undistorted/keyframe_0_frame_000748.png 0.5644
dataset_8_undistorted/keyframe_1_frame_000517.png dataset_8_undistorted/keyframe_1_frame_000601.png 0.8625
dataset_8_undistorted/keyframe_2_frame_000197.png dataset_8_undistorted/keyframe_2_frame_000598.png 0.9789
dataset_8_undistorted/keyframe_3_frame_000149.png dataset_8_undistorted/keyframe_3_frame_000434.png 0.9878
dataset_9_undistorted/keyframe_0_frame_000138.png dataset_9_undistorted/keyframe_0_frame_000515.png 0.5340
dataset_8_undistorted/keyframe_1_frame_000181.png dataset_8_undistorted/keyframe_1_frame_000410.png 0.4447
dataset_8_undistorted/keyframe_3_frame_000546.png dataset_8_undistorted/keyframe_3_frame_000572.png 0.9266
dataset_8_undistorted/keyframe_2_frame_000182.png dataset_8_undistorted/keyframe_2_frame_000556.png 0.9841
dataset_8_undistorted/keyframe_2_frame_000079.png dataset_8_undistorted/keyframe_2_frame_000446.png 0.9780
dataset_8_undistorted/keyframe_2_frame_000430.png dataset_8_undistorted/keyframe_2_frame_000562.png 0.9943
dataset_9_undistorted/keyframe_3_frame_000090.png dataset_9_undistorted/keyframe_3_frame_000135.png 0.4692
dataset_8_undistorted/keyframe_2_frame_000450.png dataset_8_undistorted/keyframe_2_frame_000628.png 0.8962
dataset_8_undistorted/keyframe_2_frame_000070.png dataset_8_undistorted/keyframe_2_frame_000240.png 0.8814
dataset_8_undistorted/keyframe_0_frame_000158.png dataset_8_undistorted/keyframe_0_frame_000767.png 0.5449
dataset_8_undistorted/keyframe_3_frame_000245.png dataset_8_undistorted/keyframe_3_frame_000487.png 0.9454
dataset_8_undistorted/keyframe_2_frame_000172.png dataset_8_undistorted/keyframe_2_frame_000260.png 0.9976
dataset_8_undistorted/keyframe_1_frame_000449.png dataset_8_undistorted/keyframe_1_frame_000527.png 0.7329
dataset_8_undistorted/keyframe_3_frame_000331.png dataset_8_undistorted/keyframe_3_frame_000700.png 0.6882
dataset_8_undistorted/keyframe_2_frame_000368.png dataset_8_undistorted/keyframe_2_frame_000518.png 0.8524
dataset_8_undistorted/keyframe_0_frame_000104.png dataset_8_undistorted/keyframe_0_frame_000529.png 0.5294
dataset_9_undistorted/keyframe_3_frame_000067.png dataset_9_undistorted/keyframe_3_frame_000109.png 0.4724
dataset_8_undistorted/keyframe_0_frame_000311.png dataset_8_undistorted/keyframe_0_frame_000899.png 0.5161
dataset_8_undistorted/keyframe_2_frame_000283.png dataset_8_undistorted/keyframe_2_frame_000516.png 0.9084
dataset_9_undistorted/keyframe_1_frame_000007.png dataset_9_undistorted/keyframe_1_frame_000205.png 0.7571
dataset_8_undistorted/keyframe_1_frame_000212.png dataset_8_undistorted/keyframe_1_frame_000437.png 0.4447
dataset_9_undistorted/keyframe_3_frame_000095.png dataset_9_undistorted/keyframe_3_frame_000110.png 0.7589
dataset_9_undistorted/keyframe_0_frame_000207.png dataset_9_undistorted/keyframe_0_frame_000392.png 0.8748
dataset_8_undistorted/keyframe_1_frame_000445.png dataset_8_undistorted/keyframe_1_frame_000463.png 0.8943
dataset_9_undistorted/keyframe_3_frame_000024.png dataset_9_undistorted/keyframe_3_frame_000085.png 0.4278
dataset_8_undistorted/keyframe_1_frame_000147.png dataset_8_undistorted/keyframe_1_frame_000230.png 0.5566
dataset_8_undistorted/keyframe_3_frame_000192.png dataset_8_undistorted/keyframe_3_frame_000369.png 0.9798
dataset_8_undistorted/keyframe_2_frame_000000.png dataset_8_undistorted/keyframe_2_frame_000224.png 0.6760
dataset_8_undistorted/keyframe_1_frame_000270.png dataset_8_undistorted/keyframe_1_frame_000312.png 0.9956
dataset_8_undistorted/keyframe_0_frame_000342.png dataset_8_undistorted/keyframe_0_frame_000896.png 0.5598
dataset_9_undistorted/keyframe_2_frame_000151.png dataset_9_undistorted/keyframe_2_frame_000154.png 0.9650
dataset_9_undistorted/keyframe_0_frame_000510.png dataset_9_undistorted/keyframe_0_frame_000565.png 0.8410
dataset_8_undistorted/keyframe_0_frame_000512.png dataset_8_undistorted/keyframe_0_frame_000678.png 0.7404
dataset_9_undistorted/keyframe_0_frame_000836.png dataset_9_undistorted/keyframe_0_frame_000842.png 0.9888
dataset_8_undistorted/keyframe_2_frame_000180.png dataset_8_undistorted/keyframe_2_frame_000446.png 1.0000
dataset_8_undistorted/keyframe_0_frame_000334.png dataset_8_undistorted/keyframe_0_frame_000765.png 0.6330
dataset_8_undistorted/keyframe_2_frame_000142.png dataset_8_undistorted/keyframe_2_frame_000556.png 0.9244
dataset_8_undistorted/keyframe_1_frame_000242.png dataset_8_undistorted/keyframe_1_frame_000479.png 0.4865
dataset_8_undistorted/keyframe_3_frame_000289.png dataset_8_undistorted/keyframe_3_frame_000608.png 0.7906
dataset_9_undistorted/keyframe_0_frame_000114.png dataset_9_undistorted/keyframe_0_frame_000793.png 0.4802
dataset_9_undistorted/keyframe_2_frame_000729.png dataset_9_undistorted/keyframe_2_frame_000770.png 0.6680
dataset_8_undistorted/keyframe_2_frame_000110.png dataset_8_undistorted/keyframe_2_frame_000334.png 0.9979
dataset_8_undistorted/keyframe_0_frame_000637.png dataset_8_undistorted/keyframe_0_frame_000907.png 0.7192
dataset_9_undistorted/keyframe_0_frame_000098.png dataset_9_undistorted/keyframe_0_frame_000264.png 0.8831
dataset_8_undistorted/keyframe_0_frame_000211.png dataset_8_undistorted/keyframe_0_frame_000928.png 0.5657
dataset_9_undistorted/keyframe_0_frame_000021.png dataset_9_undistorted/keyframe_0_frame_000445.png 0.5800
dataset_8_undistorted/keyframe_2_frame_000165.png dataset_8_undistorted/keyframe_2_frame_000201.png 0.9303
dataset_9_undistorted/keyframe_0_frame_000156.png dataset_9_undistorted/keyframe_0_frame_000634.png 0.5772
dataset_8_undistorted/keyframe_1_frame_000029.png dataset_8_undistorted/keyframe_1_frame_000088.png 0.7213
dataset_8_undistorted/keyframe_1_frame_000552.png dataset_8_undistorted/keyframe_1_frame_000625.png 0.8662
dataset_8_undistorted/keyframe_3_frame_000375.png dataset_8_undistorted/keyframe_3_frame_000747.png 0.8153
dataset_8_undistorted/keyframe_1_frame_000533.png dataset_8_undistorted/keyframe_1_frame_000591.png 0.9487
dataset_9_undistorted/keyframe_0_frame_000158.png dataset_9_undistorted/keyframe_0_frame_000716.png 0.5474
dataset_8_undistorted/keyframe_0_frame_000240.png dataset_8_undistorted/keyframe_0_frame_000257.png 0.9904
dataset_8_undistorted/keyframe_0_frame_000230.png dataset_8_undistorted/keyframe_0_frame_000839.png 0.5543
dataset_8_undistorted/keyframe_3_frame_000023.png dataset_8_undistorted/keyframe_3_frame_000546.png 0.7782
dataset_8_undistorted/keyframe_1_frame_000185.png dataset_8_undistorted/keyframe_1_frame_000296.png 0.5536
dataset_9_undistorted/keyframe_1_frame_000062.png dataset_9_undistorted/keyframe_1_frame_000160.png 0.9758
dataset_9_undistorted/keyframe_2_frame_000155.png dataset_9_undistorted/keyframe_2_frame_000612.png 0.4581
dataset_8_undistorted/keyframe_0_frame_000264.png dataset_8_undistorted/keyframe_0_frame_000835.png 0.4861
dataset_8_undistorted/keyframe_2_frame_000305.png dataset_8_undistorted/keyframe_2_frame_000692.png 0.8966
dataset_8_undistorted/keyframe_2_frame_000579.png dataset_8_undistorted/keyframe_2_frame_000669.png 0.9954
dataset_8_undistorted/keyframe_2_frame_000358.png dataset_8_undistorted/keyframe_2_frame_000510.png 0.8608
dataset_9_undistorted/keyframe_1_frame_000089.png dataset_9_undistorted/keyframe_1_frame_000229.png 0.7986
dataset_9_undistorted/keyframe_0_frame_000409.png dataset_9_undistorted/keyframe_0_frame_000485.png 0.5875
dataset_8_undistorted/keyframe_3_frame_000552.png dataset_8_undistorted/keyframe_3_frame_000649.png 0.7998
dataset_8_undistorted/keyframe_0_frame_000335.png dataset_8_undistorted/keyframe_0_frame_000902.png 0.5506
dataset_9_undistorted/keyframe_0_frame_000555.png dataset_9_undistorted/keyframe_0_frame_000667.png 0.8221
dataset_9_undistorted/keyframe_3_frame_000089.png dataset_9_undistorted/keyframe_3_frame_000112.png 0.6321
dataset_8_undistorted/keyframe_0_frame_000101.png dataset_8_undistorted/keyframe_0_frame_000554.png 0.5308
dataset_9_undistorted/keyframe_0_frame_000073.png dataset_9_undistorted/keyframe_0_frame_000745.png 0.4229
dataset_8_undistorted/keyframe_2_frame_000297.png dataset_8_undistorted/keyframe_2_frame_000313.png 1.0000
dataset_8_undistorted/keyframe_0_frame_000451.png dataset_8_undistorted/keyframe_0_frame_000848.png 0.4333
dataset_8_undistorted/keyframe_2_frame_000132.png dataset_8_undistorted/keyframe_2_frame_000487.png 0.9383
dataset_8_undistorted/keyframe_3_frame_000058.png dataset_8_undistorted/keyframe_3_frame_000341.png 0.8608
dataset_9_undistorted/keyframe_2_frame_000245.png dataset_9_undistorted/keyframe_2_frame_000275.png 0.9951
dataset_8_undistorted/keyframe_1_frame_000241.png dataset_8_undistorted/keyframe_1_frame_000242.png 0.9943
dataset_9_undistorted/keyframe_0_frame_000192.png dataset_9_undistorted/keyframe_0_frame_000208.png 0.9917
dataset_9_undistorted/keyframe_1_frame_000513.png dataset_9_undistorted/keyframe_1_frame_000517.png 0.7451
dataset_9_undistorted/keyframe_2_frame_000501.png dataset_9_undistorted/keyframe_2_frame_000669.png 1.0000
dataset_9_undistorted/keyframe_2_frame_000052.png dataset_9_undistorted/keyframe_2_frame_000657.png 0.7933
dataset_8_undistorted/keyframe_2_frame_000405.png dataset_8_undistorted/keyframe_2_frame_000490.png 0.9244
dataset_8_undistorted/keyframe_0_frame_000083.png dataset_8_undistorted/keyframe_0_frame_000668.png 0.4348
dataset_8_undistorted/keyframe_0_frame_000188.png dataset_8_undistorted/keyframe_0_frame_000752.png 0.5624
dataset_8_undistorted/keyframe_3_frame_000393.png dataset_8_undistorted/keyframe_3_frame_000760.png 0.8432
dataset_9_undistorted/keyframe_0_frame_000243.png dataset_9_undistorted/keyframe_0_frame_000853.png 0.5541
dataset_8_undistorted/keyframe_3_frame_000449.png dataset_8_undistorted/keyframe_3_frame_000842.png 0.7013
